,brand,model,variant_url,variant_title,variant_id
53,alfa,"alfa romeo 145 (930, facelift 1997)",https://www.auto-data.net/en/alfa-romeo-145-930-facelift-1997-generation-7921,"1997 Alfa Romeo 145 (930, facelift 1997)",7921
54,alfa,alfa romeo 145 (930),https://www.auto-data.net/en/alfa-romeo-145-930-generation-359,1994 Alfa Romeo 145 (930),359
55,alfa,"alfa romeo 146 (930, facelift 1999)",https://www.auto-data.net/en/alfa-romeo-146-930-facelift-1999-generation-7923,"1999 Alfa Romeo 146 (930, facelift 1999)",7923
56,alfa,"alfa romeo 146 (930, facelift 1997)",https://www.auto-data.net/en/alfa-romeo-146-930-facelift-1997-generation-7922,"1997 Alfa Romeo 146 (930, facelift 1997)",7922
57,alfa,alfa romeo 146 (930),https://www.auto-data.net/en/alfa-romeo-146-930-generation-364,1995 Alfa Romeo 146 (930),364
58,alfa,alfa romeo 147 (facelift 2004) 5-doors,https://www.auto-data.net/en/alfa-romeo-147-facelift-2004-5-doors-generation-5035,2004 Alfa Romeo 147 (facelift 2004) 5-doors,5035
59,alfa,alfa romeo 147 (facelift 2004) 3-doors,https://www.auto-data.net/en/alfa-romeo-147-facelift-2004-3-doors-generation-5036,2004 Alfa Romeo 147 (facelift 2004) 3-doors,5036
60,alfa,alfa romeo 147 gta,https://www.auto-data.net/en/alfa-romeo-147-gta-generation-371,2004 Alfa Romeo 147 GTA,371
61,alfa,alfa romeo 147 5-doors,https://www.auto-data.net/en/alfa-romeo-147-5-doors-generation-370,2001 Alfa Romeo 147 5-doors,370
62,alfa,alfa romeo 147 3-doors,https://www.auto-data.net/en/alfa-romeo-147-3-doors-generation-369,2001 Alfa Romeo 147 3-doors,369
63,alfa,alfa romeo 155 (167),https://www.auto-data.net/en/alfa-romeo-155-167-generation-379,1992 Alfa Romeo 155 (167),379
64,alfa,"alfa romeo 156 crosswagon (932, facelift 2003)",https://www.auto-data.net/en/alfa-romeo-156-crosswagon-932-facelift-2003-generation-391,"2004 Alfa Romeo 156 Crosswagon (932, facelift 2003)",391
65,alfa,"alfa romeo 156 (932, facelift 2003)",https://www.auto-data.net/en/alfa-romeo-156-932-facelift-2003-generation-392,"2003 Alfa Romeo 156 (932, facelift 2003)",392
66,alfa,"alfa romeo 156 sport wagon (932, facelift 2003)",https://www.auto-data.net/en/alfa-romeo-156-sport-wagon-932-facelift-2003-generation-393,"2003 Alfa Romeo 156 Sport Wagon (932, facelift 2003)",393
67,alfa,alfa romeo 156 gta sport wagon (932),https://www.auto-data.net/en/alfa-romeo-156-gta-sport-wagon-932-generation-396,2002 Alfa Romeo 156 GTA Sport Wagon (932),396
68,alfa,alfa romeo 156 gta (932),https://www.auto-data.net/en/alfa-romeo-156-gta-932-generation-395,2002 Alfa Romeo 156 GTA (932),395
69,alfa,alfa romeo 156 sport wagon (932),https://www.auto-data.net/en/alfa-romeo-156-sport-wagon-932-generation-397,2000 Alfa Romeo 156 Sport Wagon (932),397
70,alfa,alfa romeo 156 (932),https://www.auto-data.net/en/alfa-romeo-156-932-generation-394,1997 Alfa Romeo 156 (932),394
71,alfa,alfa romeo 159 sportwagon,https://www.auto-data.net/en/alfa-romeo-159-sportwagon-generation-403,2006 Alfa Romeo 159 Sportwagon,403
72,alfa,alfa romeo 159,https://www.auto-data.net/en/alfa-romeo-159-generation-404,2005 Alfa Romeo 159,404
73,alfa,alfa romeo 164 (164),https://www.auto-data.net/en/alfa-romeo-164-164-generation-360,1987 Alfa Romeo 164 (164),360
74,alfa,"alfa romeo 166 (936, facelift 2003)",https://www.auto-data.net/en/alfa-romeo-166-936-facelift-2003-generation-7199,"2003 Alfa Romeo 166 (936, facelift 2003)",7199
75,alfa,alfa romeo 166 (936),https://www.auto-data.net/en/alfa-romeo-166-936-generation-365,1998 Alfa Romeo 166 (936),365
76,alfa,alfa romeo 1750-2000,https://www.auto-data.net/en/alfa-romeo-1750-2000-generation-372,1968 Alfa Romeo 1750-2000,372
77,alfa,alfa romeo 33 sport wagon (907b),https://www.auto-data.net/en/alfa-romeo-33-sport-wagon-907b-generation-381,1990 Alfa Romeo 33 Sport Wagon (907B),381
78,alfa,alfa romeo 33 (907a),https://www.auto-data.net/en/alfa-romeo-33-907a-generation-380,1990 Alfa Romeo 33 (907A),380
79,alfa,alfa romeo 33 sport wagon (905a),https://www.auto-data.net/en/alfa-romeo-33-sport-wagon-905a-generation-383,1983 Alfa Romeo 33 Sport Wagon (905A),383
80,alfa,alfa romeo 33 (905),https://www.auto-data.net/en/alfa-romeo-33-905-generation-382,1983 Alfa Romeo 33 (905),382
81,alfa,alfa romeo 33 stradale,https://www.auto-data.net/en/alfa-romeo-33-stradale-generation-9243,1967 Alfa Romeo 33 Stradale,9243
82,alfa,alfa romeo 33 stradale (2023),https://www.auto-data.net/en/alfa-romeo-33-stradale-2023-generation-9623,2024 Alfa Romeo 33 Stradale (2023),9623
83,alfa,alfa romeo 4c (facelift 2017),https://www.auto-data.net/en/alfa-romeo-4c-facelift-2017-generation-5805,2017 Alfa Romeo 4C  (facelift 2017),5805
84,alfa,alfa romeo 4c spider,https://www.auto-data.net/en/alfa-romeo-4c-spider-generation-4572,2016 Alfa Romeo 4C Spider,4572
85,alfa,alfa romeo 4c,https://www.auto-data.net/en/alfa-romeo-4c-generation-4117,2014 Alfa Romeo 4C,4117
86,alfa,alfa romeo 6 (119),https://www.auto-data.net/en/alfa-romeo-6-119-generation-398,1979 Alfa Romeo 6 (119),398
87,alfa,"alfa romeo 75 (162 b, facelift 1988)",https://www.auto-data.net/en/alfa-romeo-75-162-b-facelift-1988-generation-405,"1988 Alfa Romeo 75 (162 B, facelift 1988)",405
88,alfa,alfa romeo 75 (162 b),https://www.auto-data.net/en/alfa-romeo-75-162-b-generation-5419,1985 Alfa Romeo 75 (162 B),5419
89,alfa,alfa romeo 8c spider,https://www.auto-data.net/en/alfa-romeo-8c-spider-generation-7920,2008 Alfa Romeo 8C Spider,7920
90,alfa,alfa romeo 8c competizione,https://www.auto-data.net/en/alfa-romeo-8c-competizione-generation-361,2007 Alfa Romeo 8C Competizione,361
91,alfa,alfa romeo 90 (162),https://www.auto-data.net/en/alfa-romeo-90-162-generation-366,1984 Alfa Romeo 90 (162),366
92,alfa,alfa romeo alfasud giardinetta (904),https://www.auto-data.net/en/alfa-romeo-alfasud-giardinetta-904-generation-375,1977 Alfa Romeo Alfasud Giardinetta (904),375
93,alfa,alfa romeo alfasud sprint (902.a),https://www.auto-data.net/en/alfa-romeo-alfasud-sprint-902.a-generation-373,1976 Alfa Romeo Alfasud Sprint (902.A),373
94,alfa,alfa romeo alfasud (901),https://www.auto-data.net/en/alfa-romeo-alfasud-901-generation-374,1972 Alfa Romeo Alfasud (901),374
95,alfa,alfa romeo alfetta (116),https://www.auto-data.net/en/alfa-romeo-alfetta-116-generation-384,1972 Alfa Romeo Alfetta (116),384
96,alfa,alfa romeo alfetta gt (116),https://www.auto-data.net/en/alfa-romeo-alfetta-gt-116-generation-385,1972 Alfa Romeo Alfetta GT (116),385
97,alfa,alfa romeo arna (920),https://www.auto-data.net/en/alfa-romeo-arna-920-generation-399,1983 Alfa Romeo Arna (920),399
98,alfa,alfa romeo brera,https://www.auto-data.net/en/alfa-romeo-brera-generation-406,2006 Alfa Romeo Brera,406
99,alfa,"alfa romeo giulia (952, facelift 2022)",https://www.auto-data.net/en/alfa-romeo-giulia-952-facelift-2022-generation-9071,"2023 Alfa Romeo Giulia (952, facelift 2022)",9071
100,alfa,alfa romeo giulia (952),https://www.auto-data.net/en/alfa-romeo-giulia-952-generation-4844,2016 Alfa Romeo Giulia (952),4844
101,alfa,alfa romeo giulia,https://www.auto-data.net/en/alfa-romeo-giulia-generation-362,1965 Alfa Romeo Giulia,362
102,alfa,alfa romeo giulia erreerre fuoriserie,https://www.auto-data.net/en/alfa-romeo-giulia-erreerre-fuoriserie-generation-9920,1962 Alfa Romeo Giulia ErreErre Fuoriserie,9920
103,alfa,alfa romeo giulietta (type 940 facelift 2016),https://www.auto-data.net/en/alfa-romeo-giulietta-type-940-facelift-2016-generation-4711,2017 Alfa Romeo Giulietta (Type 940 facelift 2016),4711
104,alfa,alfa romeo giulietta (type 940),https://www.auto-data.net/en/alfa-romeo-giulietta-type-940-generation-3769,2011 Alfa Romeo Giulietta (Type 940),3769
105,alfa,alfa romeo giulietta (116),https://www.auto-data.net/en/alfa-romeo-giulietta-116-generation-367,1978 Alfa Romeo Giulietta (116),367
106,alfa,alfa romeo gt coupe (937),https://www.auto-data.net/en/alfa-romeo-gt-coupe-937-generation-376,2004 Alfa Romeo GT Coupe (937),376
107,alfa,alfa romeo gt,https://www.auto-data.net/en/alfa-romeo-gt-generation-377,1964 Alfa Romeo GT,377
108,alfa,alfa romeo gta coupe,https://www.auto-data.net/en/alfa-romeo-gta-coupe-generation-386,1968 Alfa Romeo GTA Coupe,386
109,alfa,"alfa romeo gtv (916, facelift 2003)",https://www.auto-data.net/en/alfa-romeo-gtv-916-facelift-2003-generation-7972,"2003 Alfa Romeo GTV (916, facelift 2003)",7972
110,alfa,alfa romeo gtv (916),https://www.auto-data.net/en/alfa-romeo-gtv-916-generation-400,1995 Alfa Romeo GTV (916),400
111,alfa,alfa romeo gtv (116),https://www.auto-data.net/en/alfa-romeo-gtv-116-generation-401,1974 Alfa Romeo GTV (116),401
112,alfa,alfa romeo junior,https://www.auto-data.net/en/alfa-romeo-junior-generation-9988,2024 Alfa Romeo Junior,9988
113,alfa,alfa romeo mito (facelift 2016),https://www.auto-data.net/en/alfa-romeo-mito-facelift-2016-generation-6064,2016 Alfa Romeo MiTo (facelift 2016),6064
114,alfa,alfa romeo mito (facelift 2013),https://www.auto-data.net/en/alfa-romeo-mito-facelift-2013-generation-4997,2013 Alfa Romeo MiTo (facelift 2013),4997
115,alfa,alfa romeo mito,https://www.auto-data.net/en/alfa-romeo-mito-generation-363,2008 Alfa Romeo MiTo,363
116,alfa,alfa romeo montreal,https://www.auto-data.net/en/alfa-romeo-montreal-generation-368,1970 Alfa Romeo Montreal,368
117,alfa,alfa romeo rz,https://www.auto-data.net/en/alfa-romeo-rz-generation-378,1989 Alfa Romeo RZ,378
118,alfa,alfa romeo spider (939),https://www.auto-data.net/en/alfa-romeo-spider-939-generation-387,2006 Alfa Romeo Spider (939),387
119,alfa,"alfa romeo spider (916, facelift 2003)",https://www.auto-data.net/en/alfa-romeo-spider-916-facelift-2003-generation-7971,"2003 Alfa Romeo Spider (916, facelift 2003)",7971
120,alfa,alfa romeo spider (916),https://www.auto-data.net/en/alfa-romeo-spider-916-generation-388,1995 Alfa Romeo Spider (916),388
121,alfa,alfa romeo spider (115),https://www.auto-data.net/en/alfa-romeo-spider-115-generation-389,1970 Alfa Romeo Spider (115),389
122,alfa,alfa romeo spider (105),https://www.auto-data.net/en/alfa-romeo-spider-105-generation-390,1966 Alfa Romeo Spider (105),390
123,alfa,"alfa romeo stelvio (949, facelift 2022)",https://www.auto-data.net/en/alfa-romeo-stelvio-949-facelift-2022-generation-9072,"2023 Alfa Romeo Stelvio (949, facelift 2022)",9072
124,alfa,alfa romeo stelvio (949),https://www.auto-data.net/en/alfa-romeo-stelvio-949-generation-5412,2017 Alfa Romeo Stelvio (949),5412
125,alfa,alfa romeo sz,https://www.auto-data.net/en/alfa-romeo-sz-generation-402,1990 Alfa Romeo SZ,402
126,alfa,alfa romeo tonale,https://www.auto-data.net/en/alfa-romeo-tonale-generation-8763,2022 Alfa Romeo Tonale,8763
127,alfa,alfa romeo tonale concept,https://www.auto-data.net/en/alfa-romeo-tonale-concept-generation-6983,2019 Alfa Romeo Tonale Concept,6983
128,alpina,alpina b10 touring (e39),https://www.auto-data.net/en/alpina-b10-touring-e39-generation-432,1997 Alpina B10 Touring (E39),432
129,alpina,alpina b10 (e39),https://www.auto-data.net/en/alpina-b10-e39-generation-431,1997 Alpina B10 (E39),431
130,alpina,alpina b10 touring (e34),https://www.auto-data.net/en/alpina-b10-touring-e34-generation-434,1993 Alpina B10 Touring (E34),434
131,alpina,alpina b10 (e34),https://www.auto-data.net/en/alpina-b10-e34-generation-433,1988 Alpina B10 (E34),433
132,alpina,alpina b11 (e32),https://www.auto-data.net/en/alpina-b11-e32-generation-444,1987 Alpina B11 (E32),444
133,alpina,alpina b12 (e38),https://www.auto-data.net/en/alpina-b12-e38-generation-455,1995 Alpina B12 (E38),455
134,alpina,alpina b12 coupe (e31),https://www.auto-data.net/en/alpina-b12-coupe-e31-generation-456,1990 Alpina B12 Coupe (E31),456
135,alpina,alpina b12 (e32),https://www.auto-data.net/en/alpina-b12-e32-generation-457,1988 Alpina B12 (E32),457
136,alpina,"alpina b3 touring (g21, facelift 2024)",https://www.auto-data.net/en/alpina-b3-touring-g21-facelift-2024-generation-10265,"2025 Alpina B3 Touring (G21, facelift 2024)",10265
137,alpina,"alpina b3 sedan (g20, facelift 2024)",https://www.auto-data.net/en/alpina-b3-sedan-g20-facelift-2024-generation-10264,"2025 Alpina B3 Sedan (G20, facelift 2024)",10264
138,alpina,"alpina b3 sedan (g20, facelift 2022)",https://www.auto-data.net/en/alpina-b3-sedan-g20-facelift-2022-generation-8883,"2023 Alpina B3 Sedan (G20, facelift 2022)",8883
139,alpina,"alpina b3 touring (g21, facelift 2022)",https://www.auto-data.net/en/alpina-b3-touring-g21-facelift-2022-generation-8884,"2023 Alpina B3 Touring (G21, facelift 2022)",8884
140,alpina,alpina b3 sedan (g20),https://www.auto-data.net/en/alpina-b3-sedan-g20-generation-7364,2020 Alpina B3 Sedan (G20),7364
141,alpina,alpina b3 touring (g21),https://www.auto-data.net/en/alpina-b3-touring-g21-generation-7283,2020 Alpina B3 Touring (G21),7283
142,alpina,"alpina b3 (f30 lci, facelift 2015)",https://www.auto-data.net/en/alpina-b3-f30-lci-facelift-2015-generation-4884,"2015 Alpina B3 (F30 LCI, Facelift 2015)",4884
143,alpina,"alpina b3 touring (f31 lci, facelift 2015)",https://www.auto-data.net/en/alpina-b3-touring-f31-lci-facelift-2015-generation-4885,"2015 Alpina B3 Touring (F31 LCI, Facelift 2015)",4885
144,alpina,alpina b3 (f30),https://www.auto-data.net/en/alpina-b3-f30-generation-4037,2013 Alpina B3 (F30),4037
145,alpina,alpina b3 touring (f31),https://www.auto-data.net/en/alpina-b3-touring-f31-generation-4036,2013 Alpina B3 Touring (F31),4036
146,alpina,alpina b3 (e90),https://www.auto-data.net/en/alpina-b3-e90-generation-467,2007 Alpina B3 (E90),467
147,alpina,alpina b3 cabrio (e93),https://www.auto-data.net/en/alpina-b3-cabrio-e93-generation-468,2007 Alpina B3 Cabrio (E93),468
148,alpina,alpina b3 coupe (e92),https://www.auto-data.net/en/alpina-b3-coupe-e92-generation-469,2007 Alpina B3 Coupe (E92),469
149,alpina,alpina b3 (e46),https://www.auto-data.net/en/alpina-b3-e46-generation-470,1999 Alpina B3 (E46),470
150,alpina,alpina b3 cabrio (e46),https://www.auto-data.net/en/alpina-b3-cabrio-e46-generation-471,2000 Alpina B3 Cabrio (E46),471
151,alpina,alpina b3 coupe (e46),https://www.auto-data.net/en/alpina-b3-coupe-e46-generation-472,1999 Alpina B3 Coupe (E46),472
152,alpina,alpina b3 touring (e46),https://www.auto-data.net/en/alpina-b3-touring-e46-generation-473,1999 Alpina B3 Touring (E46),473
153,alpina,alpina b3 (e36),https://www.auto-data.net/en/alpina-b3-e36-generation-474,1993 Alpina B3 (E36),474
154,alpina,alpina b3 coupe (e36),https://www.auto-data.net/en/alpina-b3-coupe-e36-generation-475,1993 Alpina B3 Coupe (E36),475
155,alpina,alpina b3 touring (e36),https://www.auto-data.net/en/alpina-b3-touring-e36-generation-476,1993 Alpina B3 Touring (E36),476
156,alpina,alpina b3 cabrio (e36),https://www.auto-data.net/en/alpina-b3-cabrio-e36-generation-477,1993 Alpina B3 Cabrio (E36),477
157,alpina,alpina b3 (e30),https://www.auto-data.net/en/alpina-b3-e30-generation-478,1987 Alpina B3 (E30),478
158,alpina,alpina b3 cabrio (e30),https://www.auto-data.net/en/alpina-b3-cabrio-e30-generation-479,1987 Alpina B3 Cabrio (E30),479
159,alpina,alpina b3 touring (e30),https://www.auto-data.net/en/alpina-b3-touring-e30-generation-480,1987 Alpina B3 Touring (E30),480
160,alpina,"alpina b4 gran coupe (g26, facelift 2024)",https://www.auto-data.net/en/alpina-b4-gran-coupe-g26-facelift-2024-generation-10266,"2025 Alpina B4 Gran Coupe (G26, facelift 2024)",10266
161,alpina,alpina b4 gran coupe (g26),https://www.auto-data.net/en/alpina-b4-gran-coupe-g26-generation-8811,2022 Alpina B4 Gran Coupe (G26),8811
162,alpina,alpina b4 cabrio (facelift 2017),https://www.auto-data.net/en/alpina-b4-cabrio-facelift-2017-generation-5521,2017 Alpina B4 Cabrio (facelift 2017),5521
163,alpina,alpina b4 coupe (facelift 2017),https://www.auto-data.net/en/alpina-b4-coupe-facelift-2017-generation-5519,2017 Alpina B4 Coupe (facelift 2017),5519
164,alpina,alpina b4 cabrio,https://www.auto-data.net/en/alpina-b4-cabrio-generation-4877,2014 Alpina B4 Cabrio,4877
165,alpina,alpina b4 coupe,https://www.auto-data.net/en/alpina-b4-coupe-generation-4876,2014 Alpina B4 Coupe,4876
166,alpina,"alpina b5 sedan (g30, facelift 2020)",https://www.auto-data.net/en/alpina-b5-sedan-g30-facelift-2020-generation-8272,"2020 Alpina B5 Sedan (G30, facelift 2020)",8272
167,alpina,"alpina b5 touring (g31, facelift 2020)",https://www.auto-data.net/en/alpina-b5-touring-g31-facelift-2020-generation-8271,"2020 Alpina B5 Touring (G31, facelift 2020)",8271
168,alpina,alpina b5 sedan (g30),https://www.auto-data.net/en/alpina-b5-sedan-g30-generation-5400,2017 Alpina B5 Sedan (G30),5400
169,alpina,alpina b5 touring (g31),https://www.auto-data.net/en/alpina-b5-touring-g31-generation-5401,2017 Alpina B5 Touring (G31),5401
170,alpina,"alpina b5 sedan (f10 lci, facelift 2013)",https://www.auto-data.net/en/alpina-b5-sedan-f10-lci-facelift-2013-generation-4879,"2013 Alpina B5 Sedan (F10 LCI, Facelift 2013)",4879
171,alpina,"alpina b5 touring (f11 lci, facelift 2013)",https://www.auto-data.net/en/alpina-b5-touring-f11-lci-facelift-2013-generation-4878,"2013 Alpina B5 Touring (F11 LCI, Facelift 2013)",4878
172,alpina,alpina b5 sedan (f10),https://www.auto-data.net/en/alpina-b5-sedan-f10-generation-4041,2011 Alpina B5 Sedan (F10),4041
173,alpina,alpina b5 touring (f11),https://www.auto-data.net/en/alpina-b5-touring-f11-generation-4040,2011 Alpina B5 Touring (F11),4040
174,alpina,alpina b5 (e60),https://www.auto-data.net/en/alpina-b5-e60-generation-435,2005 Alpina B5 (E60),435
175,alpina,alpina b5 touring (e61),https://www.auto-data.net/en/alpina-b5-touring-e61-generation-436,2005 Alpina B5 Touring (E61),436
176,alpina,"alpina b6 gran coupe (f06 lci, facelift 2015)",https://www.auto-data.net/en/alpina-b6-gran-coupe-f06-lci-facelift-2015-generation-4882,"2015 Alpina B6 Gran Coupe (F06 LCI, Facelift 2015)",4882
177,alpina,"alpina b6 cabrio (f12 lci, facelift 2015)",https://www.auto-data.net/en/alpina-b6-cabrio-f12-lci-facelift-2015-generation-4881,"2015 Alpina B6 Cabrio (F12 LCI, Facelift 2015)",4881
178,alpina,"alpina b6 coupe (f13 lci, facelift 2015)",https://www.auto-data.net/en/alpina-b6-coupe-f13-lci-facelift-2015-generation-4880,"2015 Alpina B6 Coupe (F13 LCI, Facelift 2015)",4880
179,alpina,alpina b6 cabrio (f12),https://www.auto-data.net/en/alpina-b6-cabrio-f12-generation-4043,2011 Alpina B6 Cabrio (F12),4043
180,alpina,alpina b6 coupe (f13),https://www.auto-data.net/en/alpina-b6-coupe-f13-generation-4042,2011 Alpina B6 Coupe (F13),4042
181,alpina,alpina b6 coupe (e63),https://www.auto-data.net/en/alpina-b6-coupe-e63-generation-445,2006 Alpina B6 Coupe (E63),445
182,alpina,alpina b6 cabrio (e64),https://www.auto-data.net/en/alpina-b6-cabrio-e64-generation-446,2006 Alpina B6 Cabrio (E64),446
183,alpina,alpina b6 (e36),https://www.auto-data.net/en/alpina-b6-e36-generation-447,1992 Alpina B6 (E36),447
184,alpina,alpina b6 (e30),https://www.auto-data.net/en/alpina-b6-e30-generation-448,1984 Alpina B6 (E30),448
185,alpina,alpina b6 (e21),https://www.auto-data.net/en/alpina-b6-e21-generation-449,1978 Alpina B6 (E21),449
186,alpina,"alpina b7 (g12, facelift 2019)",https://www.auto-data.net/en/alpina-b7-g12-facelift-2019-generation-6971,"2019 Alpina B7 (G12, facelift 2019)",6971
187,alpina,alpina b7 (g12),https://www.auto-data.net/en/alpina-b7-g12-generation-4883,2016 Alpina B7 (G12),4883
188,alpina,alpina b7 (f02),https://www.auto-data.net/en/alpina-b7-f02-generation-4045,2012 Alpina B7 (F02),4045
189,alpina,alpina b7 (f01),https://www.auto-data.net/en/alpina-b7-f01-generation-4044,2012 Alpina B7 (F01),4044
190,alpina,alpina b7 (e65/e66l),https://www.auto-data.net/en/alpina-b7-e65-e66l-generation-458,2005 Alpina B7 (E65/E66L),458
